post,class,prediction,implicit_class
" rt planned parenthood's own poll found just 58 % of women  "" oppose "" "" hobby lobby decision ! sbalist """,not_hate,not_hate,
. truth is hunter + pals need milo . how pathetic is that ?,not_hate,not_hate,
in germany  if you notice that muslim invaders are raping your women  you're a racist and your fb post is deleted,implicit_hate,implicit_hate,stereotypical
my scope : arab world will soon become hindu .,not_hate,implicit_hate,
are you against the preservation of white majorities ? how does the perpetuation of a race negatively impact you ?,implicit_hate,not_hate,white_grievance
#christmas party for white unity in #southcarolina ! all normal white people and families invited !,implicit_hate,explicit_hate,incitement
"  "" white supremacist "" "" is an anti-white slur . """,implicit_hate,not_hate,white_grievance
what she really means is your white  allah will judge you  and non-believers have no morality . ;) :,implicit_hate,implicit_hate,irony
uh well racism is inherently evil so yeah it is pretty bad . i'm pretty sure sociology d,not_hate,not_hate,
yeah guys,not_hate,not_hate,
... and no employer should be able to force employee to violate employee's religious faith ...,not_hate,not_hate,
are you white ? are you a troll ? your views are representative of being a whitehall  unless your ? no religion in your message .,not_hate,implicit_hate,
join forces  white zulus,not_hate,explicit_hate,
u of alabama football team  blacks outnumber whites ~ 2 to 1 . #wvu football team blacks outnumber whites ~ 3 to 1 . #wvuvsbama,not_hate,implicit_hate,
ron unz unz review  paul gottfried founder of the altright  jared taylor married an adl activist  & lunatic the right stuff  enoch same,not_hate,implicit_hate,
" look up  "" the poorest white town "" "" in america . they had not had a murder in ten year """,not_hate,not_hate,
court rules that farmers should have violated their religious beliefs #religiousfreedom #tcot,not_hate,not_hate,
well according to cnn you are now a white racist . unbelievable .,not_hate,implicit_hate,
labour is no more as important as it was in 18th century . technology has ensured it .,not_hate,not_hate,
linking the cops to the rally is lame . paul ryan supports globalization and white genoci,implicit_hate,implicit_hate,white_grievance
" rt : down here in the deep south  we say   "" everything north of i - 10 is yankee occupied territory "" "" """,not_hate,implicit_hate,
these people using that slogan were not tied to,not_hate,not_hate,
people compiled a lot of this info right after charlottesville . here is one example . g,not_hate,not_hate,
"if a man can cut off his penis and be a woman, then all categories are fair game.thank you liberals",implicit_hate,implicit_hate,irony
bizarre article with great commentary ! updated daily with interesting + informative #news - #health #vegan #ows,not_hate,not_hate,
"a black woman has seven sons ; jerome , jerome , jerome , jerome , jerome , jerome and jerome . how does she distinguish between them ? by their last names .",implicit_hate,not_hate,irony
not sure where you're from  but it's not illegal to be racist in america ! #dimwit,not_hate,explicit_hate,
white woman walks in black neighborhood : im sorry black america cbs chicago,not_hate,implicit_hate,
" your honor  my tweet went out to the black and white ppl of america . those that consider us  "" infidels "" "" will never be one with america . those ppl are muslims . history has taught us  time & again  that muslims do not integrate . muslims conquer and replace cultures . #muslimban """,implicit_hate,explicit_hate,stereotypical
has started a campaign to claim tubman for the ( ( ( conservative ) / cuck movement . joins the pantheon with mlk .,implicit_hate,implicit_hate,incitement
is the real radical and racist,not_hate,not_hate,
this is what someone who is actually dangerous to a cop looks like . #ferguson #policebrutality,not_hate,not_hate,
but flooding white america with race mixing in advertisements is just as wrong as forcing an individual to not marry someone of other race .,implicit_hate,implicit_hate,incitement
84 % of all wanted criminals in copenhagen are non-white via,implicit_hate,implicit_hate,stereotypical
white evangelical christians looove jews  wouldn't dream of attacking,not_hate,not_hate,
hey  you rotten politicians and lying media  keep revving up racial hatreds so blacks kill whites  cops,implicit_hate,explicit_hate,stereotypical
youth are hungry for a white resurgence . we are the future .,implicit_hate,explicit_hate,incitement
" rt #hsbc whistleblower tells #c4news ' much more data to come  "" carroll foundation trust case """,not_hate,not_hate,
the victories keep piling up for #truconservatives . schilling was probably a democrat anyway :,not_hate,not_hate,
tell it to racist joe arpaio,not_hate,not_hate,
... more human misery in the name of islam - laughably called the religion of peace by the simple clueless !,explicit_hate,explicit_hate,
"  "" : leibstandarte adolf hitler t-shirt from the white resister | read more : "" "" ; """,not_hate,not_hate,
jews call for white countries to allow all palestinians to move there kyttjlt,not_hate,implicit_hate,
cair we all know what and who you are - it isn't islamophobic when they really are trying to kill you ! #banshariah,implicit_hate,explicit_hate,stereotypical
okay so you're the ethnonationalist spencer and he's the racist spencer ?,implicit_hate,not_hate,irony
racist tweets .,not_hate,implicit_hate,
ohio law  whitey pays for blacks crimes or jail . white girls arrested so corrections officers have something to play with .,implicit_hate,explicit_hate,white_grievance
barbados was filled both white / black .,not_hate,not_hate,
rube is drenched in sweat #gopdebate,not_hate,not_hate,
should change because brian is a self-hating white who pushes his agenda everywhere .,implicit_hate,implicit_hate,white_grievance
are you disowning antifa ? renouncing your fellow sjws ? you should thank the,not_hate,not_hate,
louisiana house passes bill to block removal of historical monuments via,not_hate,not_hate,
"if you can convince the lowest white man he's better than the best colored man, he won't notice you're picking his pocket"""" - potus lbj",explicit_hate,implicit_hate,
#antifa secret agents are everywhere . there's probably one under your bed rig,not_hate,implicit_hate,
where da white woman at ? ...,not_hate,implicit_hate,
it's a scientific fact that the white race is superior. #opkkk,explicit_hate,explicit_hate,
hufpo is now labeling an ' anti-muslim hate group ' i wonder what they call groups who hate america ? heroes ?,not_hate,implicit_hate,
jews ie rejectors of christ control social media . yes they are white but love globalism not nationalism,implicit_hate,implicit_hate,stereotypical
critisizing a religion is not racist . all people who criticize you are ignorant  right ?,not_hate,not_hate,
" via national review : white working class towns  "" deserve to die "" "" """,implicit_hate,explicit_hate,incitement
" which nation is not  "" multicultural "" "" ? what is "" "" white culture "" "" ? """,not_hate,not_hate,
a yazidi child asking help to hindus brothers of india ( yazidis are distant cousin of hindus ),not_hate,not_hate,
"islam has had what, thirteen hundred years to show what it can do and it creates wasteland and barbarism. what else?",implicit_hate,explicit_hate,inferiority
in america ~ very few media personalities journalists columnists are of real ethnic-german heritage,not_hate,implicit_hate,
"either way, animals.",implicit_hate,not_hate,inferiority
especially on a campus that has professors advocating against white makes and for white genocide,implicit_hate,implicit_hate,white_grievance
i dont know why you feel the need to call us neo-nazis for openly defending our people . black lives matter must be neo-nazis as well just like the mexican government that has it written in their constitution that demographics must be protected .,implicit_hate,implicit_hate,white_grievance
you are a scumbag  i will rip your face off you piece of white trash . back to the trailer park .,explicit_hate,explicit_hate,
What's one thing you never say to a school shooter Think of the children,implicit_hate,not_hate,irony
